periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 2, (marunda)SMP PGRI 7 dan SMK PGRI 3 ,Ph,(mg/L),7.7,1.00
Periode 2, (marunda)SMP PGRI 7 dan SMK PGRI 3 ,Seng (Zn),(mg/L),0.01,1.00
Periode 2, (marunda)SMP PGRI 7 dan SMK PGRI 3 ,Sulfat,(mg/L),6.4,1.00
Periode 2, (marunda)SMP PGRI 7 dan SMK PGRI 3 ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.00
Periode 2, (marunda)SMP PGRI 7 dan SMK PGRI 3 ,Organik (KMnO4),(mg/L),1.6,1.00
Periode 2, (marunda)SMP PGRI 7 dan SMK PGRI 3 ,Suhu,(Celcius),24.5,1.00
Periode 2, (marunda)SMP PGRI 7 dan SMK PGRI 3 ,Bakteri Koli,(Jlm/100mL),100,1.00
Periode 2, rorotan ,Zat Padat Terlarut,(mg/L),209,7.14
Periode 2, rorotan ,Kekeruhan,NTU,0.1,7.14
Periode 2, rorotan ,Besi (Fe),(mg/L),0.08,7.14
Periode 2, rorotan ,Fluorida,(mg/L),0.12,7.14
Periode 2, rorotan ,Total Hardness,(mg/L),73.91,7.14
Periode 2, rorotan ,Chlorida,(mg/L),33.9,7.14
Periode 2, rorotan ,Mangan (Mn),(mg/L),0.05,7.14
Periode 2, rorotan ,Nitrat,(mg/L),2.48,7.14
Periode 2, rorotan ,Nitrit,(mg/L),0.003,7.14
Periode 2, rorotan ,Ph,(mg/L),7.3,7.14
Periode 2, rorotan ,Seng (Zn),(mg/L),0.03,7.14
Periode 2, rorotan ,Sulfat,(mg/L),32.62,7.14
Periode 2, rorotan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,7.14
Periode 2, rorotan ,Organik (KMnO4),(mg/L),0.83,7.14
Periode 2, rorotan ,Suhu,(Celcius),24.5,7.14
Periode 2, rorotan ,Bakteri Koli,(Jlm/100mL),100,7.14
Periode 2, Semper Barat ,Zat Padat Terlarut,(mg/L),262,7.39
Periode 2, Semper Barat ,Kekeruhan,NTU,0.1,7.39
Periode 2, Semper Barat ,Besi (Fe),(mg/L),0.08,7.39
Periode 2, Semper Barat ,Fluorida,(mg/L),0.24,7.39
Periode 2, Semper Barat ,Total Hardness,(mg/L),108.7,7.39
Periode 2, Semper Barat ,Chlorida,(mg/L),41.99,7.39
Periode 2, Semper Barat ,Mangan (Mn),(mg/L),0.05,7.39
Periode 2, Semper Barat ,Nitrat,(mg/L),3.07,7.39
Periode 2, Semper Barat ,Nitrit,(mg/L),0.006,7.39
Periode 2, Semper Barat ,Ph,(mg/L),7,7.39
Periode 2, Semper Barat ,Seng (Zn),(mg/L),0.01,7.39
Periode 2, Semper Barat ,Sulfat,(mg/L),24.54,7.39
Periode 2, Semper Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.04,7.39
Periode 2, Semper Barat ,Organik (KMnO4),(mg/L),1.23,7.39
Periode 2, Semper Barat ,Suhu,(Celcius),24.4,7.39
Periode 2, Semper Barat ,Bakteri Koli,(Jlm/100mL),0,7.39
Periode 2, Semper Timur ,Zat Padat Terlarut,(mg/L),211,1.46
Periode 2, Semper Timur ,Kekeruhan,NTU,1.5,1.46
Periode 2, Semper Timur ,Besi (Fe),(mg/L),0.08,1.46
Periode 2, Semper Timur ,Fluorida,(mg/L),0.15,1.46
Periode 2, Semper Timur ,Total Hardness,(mg/L),80.43,1.46
Periode 2, Semper Timur ,Chlorida,(mg/L),41.49,1.46
Periode 2, Semper Timur ,Mangan (Mn),(mg/L),0.56,1.46
Periode 2, Semper Timur ,Nitrat,(mg/L),0.22,1.46
Periode 2, Semper Timur ,Nitrit,(mg/L),0.004,1.46
Periode 2, Semper Timur ,Ph,(mg/L),6.9,1.46
Periode 2, Semper Timur ,Seng (Zn),(mg/L),0.01,1.46
Periode 2, Semper Timur ,Sulfat,(mg/L),19.78,1.46
Periode 2, Semper Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.46
Periode 2, Semper Timur ,Organik (KMnO4),(mg/L),0.4,1.46
Periode 2, Semper Timur ,Suhu,(Celcius),24.3,1.46
Periode 2, Semper Timur ,Bakteri Koli,(Jlm/100mL),1000,1.46
Periode 2, Sukapura ,Zat Padat Terlarut,(mg/L),258,1.68
Periode 2, Sukapura ,Kekeruhan,NTU,1.55,1.68
Periode 2, Sukapura ,Besi (Fe),(mg/L),0.08,1.68
Periode 2, Sukapura ,Fluorida,(mg/L),0.05,1.68
Periode 2, Sukapura ,Total Hardness,(mg/L),87.76,1.68
Periode 2, Sukapura ,Chlorida,(mg/L),31.37,1.68
Periode 2, Sukapura ,Mangan (Mn),(mg/L),0.05,1.68
Periode 2, Sukapura ,Nitrat,(mg/L),3.71,1.68
Periode 2, Sukapura ,Nitrit,(mg/L),0.043,1.68
Periode 2, Sukapura ,Ph,(mg/L),6.7,1.68
Periode 2, Sukapura ,Seng (Zn),(mg/L),0.01,1.68
Periode 2, Sukapura ,Sulfat,(mg/L),14.43,1.68
Periode 2, Sukapura ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.68
Periode 2, Sukapura ,Organik (KMnO4),(mg/L),4.94,1.68
Periode 2, Sukapura ,Suhu,(Celcius),23.6,1.68
Periode 2, Sukapura ,Bakteri Koli,(Jlm/100mL),100,1.68
Periode 2, Ancol ,Zat Padat Terlarut,(mg/L),237,1.43
Periode 2, Ancol ,Kekeruhan,NTU,2.31,1.43
Periode 2, Ancol ,Besi (Fe),(mg/L),0.09,1.43
Periode 2, Ancol ,Fluorida,(mg/L),0.04,1.43
Periode 2, Ancol ,Total Hardness,(mg/L),87.76,1.43
Periode 2, Ancol ,Chlorida,(mg/L),26.81,1.43
Periode 2, Ancol ,Mangan (Mn),(mg/L),0.05,1.43
Periode 2, Ancol ,Nitrat,(mg/L),0.47,1.43
Periode 2, Ancol ,Nitrit,(mg/L),0.054,1.43
Periode 2, Ancol ,Ph,(mg/L),7.4,1.43
Periode 2, Ancol ,Seng (Zn),(mg/L),0.01,1.43
Periode 2, Ancol ,Sulfat,(mg/L),44.21,1.43
Periode 2, Ancol ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.43
Periode 2, Ancol ,Organik (KMnO4),(mg/L),4.2,1.43
Periode 2, Ancol ,Suhu,(Celcius),23.7,1.43
Periode 2, Ancol ,Bakteri Koli,(Jlm/100mL),1100,1.43
Periode 2, Padeamngan Barat ,Zat Padat Terlarut,(mg/L),134,0.91
Periode 2, Padeamngan Barat ,Kekeruhan,NTU,0.02,0.91
Periode 2, Padeamngan Barat ,Besi (Fe),(mg/L),0.08,0.91
Periode 2, Padeamngan Barat ,Fluorida,(mg/L),0.05,0.91
Periode 2, Padeamngan Barat ,Total Hardness,(mg/L),55.1,0.91
Periode 2, Padeamngan Barat ,Chlorida,(mg/L),28.84,0.91
Periode 2, Padeamngan Barat ,Mangan (Mn),(mg/L),0.05,0.91
Periode 2, Padeamngan Barat ,Nitrat,(mg/L),1.49,0.91
Periode 2, Padeamngan Barat ,Nitrit,(mg/L),0.004,0.91
Periode 2, Padeamngan Barat ,Ph,(mg/L),7.2,0.91
Periode 2, Padeamngan Barat ,Seng (Zn),(mg/L),0.05,0.91
Periode 2, Padeamngan Barat ,Sulfat,(mg/L),3.15,0.91
Periode 2, Padeamngan Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.91
Periode 2, Padeamngan Barat ,Organik (KMnO4),(mg/L),2.76,0.91
Periode 2, Padeamngan Barat ,Suhu,(Celcius),24.8,0.91
Periode 2, Padeamngan Barat ,Bakteri Koli,(Jlm/100mL),700,0.91
Periode 2, Pademangan Timur ,Zat Padat Terlarut,(mg/L),263,0.89
Periode 2, Pademangan Timur ,Kekeruhan,NTU,0.02,0.89
Periode 2, Pademangan Timur ,Besi (Fe),(mg/L),0.08,0.89
Periode 2, Pademangan Timur ,Fluorida,(mg/L),0.1,0.89
Periode 2, Pademangan Timur ,Total Hardness,(mg/L),93.88,0.89
Periode 2, Pademangan Timur ,Chlorida,(mg/L),50.59,0.89
Periode 2, Pademangan Timur ,Mangan (Mn),(mg/L),0.05,0.89
Periode 2, Pademangan Timur ,Nitrat,(mg/L),1.73,0.89
Periode 2, Pademangan Timur ,Nitrit,(mg/L),0.004,0.89
Periode 2, Pademangan Timur ,Ph,(mg/L),7,0.89
Periode 2, Pademangan Timur ,Seng (Zn),(mg/L),0.02,0.89
Periode 2, Pademangan Timur ,Sulfat,(mg/L),21.18,0.89
Periode 2, Pademangan Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.89
Periode 2, Pademangan Timur ,Organik (KMnO4),(mg/L),0.64,0.89
Periode 2, Pademangan Timur ,Suhu,(Celcius),24.8,0.89
Periode 2, Pademangan Timur ,Bakteri Koli,(Jlm/100mL),0,0.89
Periode 2, Gading Barat ,Zat Padat Terlarut,(mg/L),275,1.28
Periode 2, Gading Barat ,Kekeruhan,NTU,0.6,1.28
Periode 2, Gading Barat ,Besi (Fe),(mg/L),0.08,1.28
Periode 2, Gading Barat ,Fluorida,(mg/L),0.11,1.28
Periode 2, Gading Barat ,Total Hardness,(mg/L),114.29,1.28
Periode 2, Gading Barat ,Chlorida,(mg/L),53.12,1.28
Periode 2, Gading Barat ,Mangan (Mn),(mg/L),0.05,1.28
Periode 2, Gading Barat ,Nitrat,(mg/L),2.37,1.28
Periode 2, Gading Barat ,Nitrit,(mg/L),0.01,1.28
Periode 2, Gading Barat ,Ph,(mg/L),7.4,1.28
Periode 2, Gading Barat ,Seng (Zn),(mg/L),0.03,1.28
Periode 2, Gading Barat ,Sulfat,(mg/L),15.03,1.28
Periode 2, Gading Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.28
Periode 2, Gading Barat ,Organik (KMnO4),(mg/L),2.46,1.28
Periode 2, Gading Barat ,Suhu,(Celcius),24.8,1.28
Periode 2, Gading Barat ,Bakteri Koli,(Jlm/100mL),1.31 x 104,1.28
Periode 2, Gading Timur ,Zat Padat Terlarut,(mg/L),268,1.99
Periode 2, Gading Timur ,Kekeruhan,NTU,15.3,1.99
Periode 2, Gading Timur ,Besi (Fe),(mg/L),0.16,1.99
Periode 2, Gading Timur ,Fluorida,(mg/L),0.08,1.99
Periode 2, Gading Timur ,Total Hardness,(mg/L),106.12,1.99
Periode 2, Gading Timur ,Chlorida,(mg/L),34.91,1.99
Periode 2, Gading Timur ,Mangan (Mn),(mg/L),0.5,1.99
Periode 2, Gading Timur ,Nitrat,(mg/L),0,1.99
Periode 2, Gading Timur ,Nitrit,(mg/L),0.005,1.99
Periode 2, Gading Timur ,Ph,(mg/L),6.9,1.99
Periode 2, Gading Timur ,Seng (Zn),(mg/L),0.01,1.99
Periode 2, Gading Timur ,Sulfat,(mg/L),13.44,1.99
Periode 2, Gading Timur ,Senyawa Aktif Biru Metilen,(mg/L),0.08,1.99
Periode 2, Gading Timur ,Organik (KMnO4),(mg/L),1.33,1.99
Periode 2, Gading Timur ,Suhu,(Celcius),24.8,1.99
Periode 2, Gading Timur ,Bakteri Koli,(Jlm/100mL),0,1.99
Periode 2, Pegangsaan Dua ,Zat Padat Terlarut,(mg/L),147,0.67
Periode 2, Pegangsaan Dua ,Kekeruhan,NTU,0.02,0.67
Periode 2, Pegangsaan Dua ,Besi (Fe),(mg/L),0.08,0.67
Periode 2, Pegangsaan Dua ,Fluorida,(mg/L),0.06,0.67
Periode 2, Pegangsaan Dua ,Total Hardness,(mg/L),46.94,0.67
Periode 2, Pegangsaan Dua ,Chlorida,(mg/L),17.2,0.67
Periode 2, Pegangsaan Dua ,Mangan (Mn),(mg/L),0.05,0.67
Periode 2, Pegangsaan Dua ,Nitrat,(mg/L),2.98,0.67
Periode 2, Pegangsaan Dua ,Nitrit,(mg/L),0.004,0.67
Periode 2, Pegangsaan Dua ,Ph,(mg/L),7,0.67
Periode 2, Pegangsaan Dua ,Seng (Zn),(mg/L),0.02,0.67
Periode 2, Pegangsaan Dua ,Sulfat,(mg/L),8.72,0.67
Periode 2, Pegangsaan Dua ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.67
Periode 2, Pegangsaan Dua ,Organik (KMnO4),(mg/L),0.4,0.67
Periode 2, Pegangsaan Dua ,Suhu,(Celcius),24.8,0.67
Periode 2, Pegangsaan Dua ,Bakteri Koli,(Jlm/100mL),300,0.67
Periode 2, Cengkareng Barat ,Zat Padat Terlarut,(mg/L),152,0.72
Periode 2, Cengkareng Barat ,Kekeruhan,NTU,0.02,0.72
Periode 2, Cengkareng Barat ,Besi (Fe),(mg/L),0.08,0.72
Periode 2, Cengkareng Barat ,Fluorida,(mg/L),0.07,0.72
Periode 2, Cengkareng Barat ,Total Hardness,(mg/L),46.94,0.72
Periode 2, Cengkareng Barat ,Chlorida,(mg/L),8.6,0.72
Periode 2, Cengkareng Barat ,Mangan (Mn),(mg/L),0.05,0.72
Periode 2, Cengkareng Barat ,Nitrat,(mg/L),2.35,0.72
Periode 2, Cengkareng Barat ,Nitrit,(mg/L),0.003,0.72
Periode 2, Cengkareng Barat ,Ph,(mg/L),7.2,0.72
Periode 2, Cengkareng Barat ,Seng (Zn),(mg/L),0.02,0.72
Periode 2, Cengkareng Barat ,Sulfat,(mg/L),5.67,0.72
Periode 2, Cengkareng Barat ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.72
Periode 2, Cengkareng Barat ,Organik (KMnO4),(mg/L),0.94,0.72
Periode 2, Cengkareng Barat ,Suhu,(Celcius),24.8,0.72
Periode 2, Cengkareng Barat ,Bakteri Koli,(Jlm/100mL),0,0.72
Periode 2, cengkareng timur ,Zat Padat Terlarut,(mg/L),212,0.89
Periode 2, cengkareng timur ,Kekeruhan,NTU,0.02,0.89
Periode 2, cengkareng timur ,Besi (Fe),(mg/L),0.08,0.89
Periode 2, cengkareng timur ,Fluorida,(mg/L),0.06,0.89
Periode 2, cengkareng timur ,Total Hardness,(mg/L),77.55,0.89
Periode 2, cengkareng timur ,Chlorida,(mg/L),49.07,0.89
Periode 2, cengkareng timur ,Mangan (Mn),(mg/L),0.05,0.89
Periode 2, cengkareng timur ,Nitrat,(mg/L),0.9,0.89
Periode 2, cengkareng timur ,Nitrit,(mg/L),0.004,0.89
Periode 2, cengkareng timur ,Ph,(mg/L),6.5,0.89
Periode 2, cengkareng timur ,Seng (Zn),(mg/L),0.04,0.89
Periode 2, cengkareng timur ,Sulfat,(mg/L),4.78,0.89
Periode 2, cengkareng timur ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.89
Periode 2, cengkareng timur ,Organik (KMnO4),(mg/L),1.99,0.89
Periode 2, cengkareng timur ,Suhu,(Celcius),24.8,0.89
Periode 2, cengkareng timur ,Bakteri Koli,(Jlm/100mL),0,0.89
Periode 2, Duri Kosambi ,Zat Padat Terlarut,(mg/L),77.3,1.58
Periode 2, Duri Kosambi ,Kekeruhan,NTU,0.01,1.58
Periode 2, Duri Kosambi ,Besi (Fe),(mg/L),0.08,1.58
Periode 2, Duri Kosambi ,Fluorida,(mg/L),0.13,1.58
Periode 2, Duri Kosambi ,Total Hardness,(mg/L),34.69,1.58
Periode 2, Duri Kosambi ,Chlorida,(mg/L),11.13,1.58
Periode 2, Duri Kosambi ,Mangan (Mn),(mg/L),0.3,1.58
Periode 2, Duri Kosambi ,Nitrat,(mg/L),5.08,1.58
Periode 2, Duri Kosambi ,Nitrit,(mg/L),0.006,1.58
Periode 2, Duri Kosambi ,Ph,(mg/L),6,1.58
Periode 2, Duri Kosambi ,Seng (Zn),(mg/L),0.01,1.58
Periode 2, Duri Kosambi ,Sulfat,(mg/L),4.52,1.58
Periode 2, Duri Kosambi ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.58
Periode 2, Duri Kosambi ,Organik (KMnO4),(mg/L),4.03,1.58
Periode 2, Duri Kosambi ,Suhu,(Celcius),23.4,1.58
Periode 2, Duri Kosambi ,Bakteri Koli,(Jlm/100mL),3000,1.58
Periode 2, Kapuk ,Zat Padat Terlarut,(mg/L),119,0.99
Periode 2, Kapuk ,Kekeruhan,NTU,0.02,0.99
Periode 2, Kapuk ,Besi (Fe),(mg/L),0.08,0.99
Periode 2, Kapuk ,Fluorida,(mg/L),0.2,0.99
Periode 2, Kapuk ,Total Hardness,(mg/L),44.9,0.99
Periode 2, Kapuk ,Chlorida,(mg/L),18.72,0.99
Periode 2, Kapuk ,Mangan (Mn),(mg/L),0.05,0.99
Periode 2, Kapuk ,Nitrat,(mg/L),5.06,0.99
Periode 2, Kapuk ,Nitrit,(mg/L),0.003,0.99
Periode 2, Kapuk ,Ph,(mg/L),6.4,0.99
Periode 2, Kapuk ,Seng (Zn),(mg/L),0.02,0.99
Periode 2, Kapuk ,Sulfat,(mg/L),5.87,0.99
Periode 2, Kapuk ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.99
Periode 2, Kapuk ,Organik (KMnO4),(mg/L),1.36,0.99
Periode 2, Kapuk ,Suhu,(Celcius),23.7,0.99
Periode 2, Kapuk ,Bakteri Koli,(Jlm/100mL),0,0.99
Periode 2, Kali Angke ,Zat Padat Terlarut,(mg/L),87.6,0.99
Periode 2, Kali Angke ,Kekeruhan,NTU,0.01,0.99
Periode 2, Kali Angke ,Besi (Fe),(mg/L),0.08,0.99
Periode 2, Kali Angke ,Fluorida,(mg/L),0.05,0.99
Periode 2, Kali Angke ,Total Hardness,(mg/L),28.57,0.99
Periode 2, Kali Angke ,Chlorida,(mg/L),15.68,0.99
Periode 2, Kali Angke ,Mangan (Mn),(mg/L),0.05,0.99
Periode 2, Kali Angke ,Nitrat,(mg/L),7.57,0.99
Periode 2, Kali Angke ,Nitrit,(mg/L),0.003,0.99
Periode 2, Kali Angke ,Ph,(mg/L),5.4,0.99
Periode 2, Kali Angke ,Seng (Zn),(mg/L),0.08,0.99
Periode 2, Kali Angke ,Sulfat,(mg/L),4.45,0.99
Periode 2, Kali Angke ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.99
Periode 2, Kali Angke ,Organik (KMnO4),(mg/L),1.05,0.99
Periode 2, Kali Angke ,Suhu,(Celcius),23.8,0.99
Periode 2, Kali Angke ,Bakteri Koli,(Jlm/100mL),0,0.99
Periode 2, Rawa Buaya ,Zat Padat Terlarut,(mg/L),200,0.83
Periode 2, Rawa Buaya ,Kekeruhan,NTU,0.03,0.83
Periode 2, Rawa Buaya ,Besi (Fe),(mg/L),0.08,0.83
Periode 2, Rawa Buaya ,Fluorida,(mg/L),0.22,0.83
Periode 2, Rawa Buaya ,Total Hardness,(mg/L),69.39,0.83
Periode 2, Rawa Buaya ,Chlorida,(mg/L),49.58,0.83
Periode 2, Rawa Buaya ,Mangan (Mn),(mg/L),0.12,0.83
Periode 2, Rawa Buaya ,Nitrat,(mg/L),2.58,0.83
Periode 2, Rawa Buaya ,Nitrit,(mg/L),0.004,0.83
Periode 2, Rawa Buaya ,Ph,(mg/L),6.2,0.83
Periode 2, Rawa Buaya ,Seng (Zn),(mg/L),0.03,0.83
Periode 2, Rawa Buaya ,Sulfat,(mg/L),4.45,0.83
Periode 2, Rawa Buaya ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.83
Periode 2, Rawa Buaya ,Organik (KMnO4),(mg/L),0.74,0.83
Periode 2, Rawa Buaya ,Suhu,(Celcius),23.8,0.83
Periode 2, Rawa Buaya ,Bakteri Koli,(Jlm/100mL),0,0.83
Periode 2, Grogol ,Zat Padat Terlarut,(mg/L),168,1.24
Periode 2, Grogol ,Kekeruhan,NTU,0.1,1.24
Periode 2, Grogol ,Besi (Fe),(mg/L),0.08,1.24
Periode 2, Grogol ,Fluorida,(mg/L),0.27,1.24
Periode 2, Grogol ,Total Hardness,(mg/L),65.31,1.24
Periode 2, Grogol ,Chlorida,(mg/L),28.33,1.24
Periode 2, Grogol ,Mangan (Mn),(mg/L),0.05,1.24
Periode 2, Grogol ,Nitrat,(mg/L),5.93,1.24
Periode 2, Grogol ,Nitrit,(mg/L),0.003,1.24
Periode 2, Grogol ,Ph,(mg/L),6.4,1.24
Periode 2, Grogol ,Seng (Zn),(mg/L),0.02,1.24
Periode 2, Grogol ,Sulfat,(mg/L),22.44,1.24
Periode 2, Grogol ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.24
Periode 2, Grogol ,Organik (KMnO4),(mg/L),1.48,1.24
Periode 2, Grogol ,Suhu,(Celcius),23.7,1.24
Periode 2, Grogol ,Bakteri Koli,(Jlm/100mL),500,1.24
Periode 2, Jelambar ,Zat Padat Terlarut,(mg/L),147,1.28
Periode 2, Jelambar ,Kekeruhan,NTU,0.02,1.28
Periode 2, Jelambar ,Besi (Fe),(mg/L),0.08,1.28
Periode 2, Jelambar ,Fluorida,(mg/L),0.28,1.28
Periode 2, Jelambar ,Total Hardness,(mg/L),59.18,1.28
Periode 2, Jelambar ,Chlorida,(mg/L),21.75,1.28
Periode 2, Jelambar ,Mangan (Mn),(mg/L),0.05,1.28
Periode 2, Jelambar ,Nitrat,(mg/L),6.76,1.28
Periode 2, Jelambar ,Nitrit,(mg/L),0.006,1.28
Periode 2, Jelambar ,Ph,(mg/L),6.6,1.28
Periode 2, Jelambar ,Seng (Zn),(mg/L),0.01,1.28
Periode 2, Jelambar ,Sulfat,(mg/L),4.98,1.28
Periode 2, Jelambar ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.28
Periode 2, Jelambar ,Organik (KMnO4),(mg/L),1.63,1.28
Periode 2, Jelambar ,Suhu,(Celcius),23.6,1.28
Periode 2, Jelambar ,Bakteri Koli,(Jlm/100mL),0,1.28
Periode 2, Jelambar Baru ,Zat Padat Terlarut,(mg/L),113,0.57
Periode 2, Jelambar Baru ,Kekeruhan,NTU,0.02,0.57
Periode 2, Jelambar Baru ,Besi (Fe),(mg/L),0.08,0.57
Periode 2, Jelambar Baru ,Fluorida,(mg/L),0.05,0.57
Periode 2, Jelambar Baru ,Total Hardness,(mg/L),38.78,0.57
Periode 2, Jelambar Baru ,Chlorida,(mg/L),17.2,0.57
Periode 2, Jelambar Baru ,Mangan (Mn),(mg/L),0.05,0.57
Periode 2, Jelambar Baru ,Nitrat,(mg/L),2.13,0.57
Periode 2, Jelambar Baru ,Nitrit,(mg/L),0.007,0.57
Periode 2, Jelambar Baru ,Ph,(mg/L),6.3,0.57
Periode 2, Jelambar Baru ,Seng (Zn),(mg/L),0.01,0.57
Periode 2, Jelambar Baru ,Sulfat,(mg/L),4.06,0.57
Periode 2, Jelambar Baru ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.57
Periode 2, Jelambar Baru ,Organik (KMnO4),(mg/L),0.31,0.57
Periode 2, Jelambar Baru ,Suhu,(Celcius),24.9,0.57
Periode 2, Jelambar Baru ,Bakteri Koli,(Jlm/100mL),0,0.57
Periode 2, Tanjung Duren Utara ,Zat Padat Terlarut,(mg/L),239,0.70
Periode 2, Tanjung Duren Utara ,Kekeruhan,NTU,0.02,0.70
Periode 2, Tanjung Duren Utara ,Besi (Fe),(mg/L),0.08,0.70
Periode 2, Tanjung Duren Utara ,Fluorida,(mg/L),0.06,0.70
Periode 2, Tanjung Duren Utara ,Total Hardness,(mg/L),75.51,0.70
Periode 2, Tanjung Duren Utara ,Chlorida,(mg/L),22.77,0.70
Periode 2, Tanjung Duren Utara ,Mangan (Mn),(mg/L),0.05,0.70
Periode 2, Tanjung Duren Utara ,Nitrat,(mg/L),0.27,0.70
Periode 2, Tanjung Duren Utara ,Nitrit,(mg/L),0.008,0.70
Periode 2, Tanjung Duren Utara ,Ph,(mg/L),7.7,0.70
Periode 2, Tanjung Duren Utara ,Seng (Zn),(mg/L),0.01,0.70
Periode 2, Tanjung Duren Utara ,Sulfat,(mg/L),4.81,0.70
Periode 2, Tanjung Duren Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.70
Periode 2, Tanjung Duren Utara ,Organik (KMnO4),(mg/L),0.73,0.70
Periode 2, Tanjung Duren Utara ,Suhu,(Celcius),24.8,0.70
Periode 2, Tanjung Duren Utara ,Bakteri Koli,(Jlm/100mL),0,0.70
Periode 2, Wijaya Kusuma ,Zat Padat Terlarut,(mg/L),239,0.71
Periode 2, Wijaya Kusuma ,Kekeruhan,NTU,0.02,0.71
Periode 2, Wijaya Kusuma ,Besi (Fe),(mg/L),0.14,0.71
Periode 2, Wijaya Kusuma ,Fluorida,(mg/L),0.12,0.71
Periode 2, Wijaya Kusuma ,Total Hardness,(mg/L),97.96,0.71
Periode 2, Wijaya Kusuma ,Chlorida,(mg/L),23.78,0.71
Periode 2, Wijaya Kusuma ,Mangan (Mn),(mg/L),0.05,0.71
Periode 2, Wijaya Kusuma ,Nitrat,(mg/L),0,0.71
Periode 2, Wijaya Kusuma ,Nitrit,(mg/L),0.005,0.71
Periode 2, Wijaya Kusuma ,Ph,(mg/L),7.6,0.71
Periode 2, Wijaya Kusuma ,Seng (Zn),(mg/L),0.01,0.71
Periode 2, Wijaya Kusuma ,Sulfat,(mg/L),23.7,0.71
Periode 2, Wijaya Kusuma ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.71
Periode 2, Wijaya Kusuma ,Organik (KMnO4),(mg/L),0.16,0.71
Periode 2, Wijaya Kusuma ,Suhu,(Celcius),24.8,0.71
Periode 2, Wijaya Kusuma ,Bakteri Koli,(Jlm/100mL),1000,0.71
Periode 2, Tomang ,Zat Padat Terlarut,(mg/L),145,0.58
Periode 2, Tomang ,Kekeruhan,NTU,0.02,0.58
Periode 2, Tomang ,Besi (Fe),(mg/L),0.08,0.58
Periode 2, Tomang ,Fluorida,(mg/L),0.05,0.58
Periode 2, Tomang ,Total Hardness,(mg/L),55.1,0.58
Periode 2, Tomang ,Chlorida,(mg/L),21.25,0.58
Periode 2, Tomang ,Mangan (Mn),(mg/L),0.05,0.58
Periode 2, Tomang ,Nitrat,(mg/L),1.42,0.58
Periode 2, Tomang ,Nitrit,(mg/L),0.005,0.58
Periode 2, Tomang ,Ph,(mg/L),6.7,0.58
Periode 2, Tomang ,Seng (Zn),(mg/L),0.03,0.58
Periode 2, Tomang ,Sulfat,(mg/L),19.87,0.58
Periode 2, Tomang ,Senyawa Aktif Biru Metilen,(mg/L),0.03,0.58
Periode 2, Tomang ,Organik (KMnO4),(mg/L),0.16,0.58
Periode 2, Tomang ,Suhu,(Celcius),24.8,0.58
Periode 2, Tomang ,Bakteri Koli,(Jlm/100mL),0,0.58
Periode 2, Tanjung Duren Selatan ,Zat Padat Terlarut,(mg/L),305,1.33
Periode 2, Tanjung Duren Selatan ,Kekeruhan,NTU,0.2,1.33
Periode 2, Tanjung Duren Selatan ,Besi (Fe),(mg/L),0.08,1.33
Periode 2, Tanjung Duren Selatan ,Fluorida,(mg/L),0.05,1.33
Periode 2, Tanjung Duren Selatan ,Total Hardness,(mg/L),126.53,1.33
Periode 2, Tanjung Duren Selatan ,Chlorida,(mg/L),44.28,1.33
Periode 2, Tanjung Duren Selatan ,Mangan (Mn),(mg/L),0.05,1.33
Periode 2, Tanjung Duren Selatan ,Nitrat,(mg/L),0.14,1.33
Periode 2, Tanjung Duren Selatan ,Nitrit,(mg/L),0.006,1.33
Periode 2, Tanjung Duren Selatan ,Ph,(mg/L),8.2,1.33
Periode 2, Tanjung Duren Selatan ,Seng (Zn),(mg/L),0.01,1.33
Periode 2, Tanjung Duren Selatan ,Sulfat,(mg/L),46.72,1.33
Periode 2, Tanjung Duren Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.33
Periode 2, Tanjung Duren Selatan ,Organik (KMnO4),(mg/L),3.44,1.33
Periode 2, Tanjung Duren Selatan ,Suhu,(Celcius),24,1.33
Periode 2, Tanjung Duren Selatan ,Bakteri Koli,(Jlm/100mL),0,1.33
